ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,,,,,,,,,,,,,,,,,,,,,,,,
28Q687,Q687,Queens High School for the Sciences at York College,342800011687,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2002,Open,Q713,94-50 159 STREET,QUEENS,NY,11451,Jie Zhang,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,,,,,,,,,,,,,,,,,,,,,,,,
28Q690,Q690,High School for Law Enforcement and Public Safety,342800011690,DOE,General Academic,High school,"09,10,11,12,SE","09,SE",Jul 1 2003,Open,Q690,116-25 GUY R BREWER BOULEVARD,QUEENS,NY,11434,Diahann E. Malcolm,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,,,,,,,,,,,,,,,,,,,,,,,,
28Q896,Q896,"Young Women's Leadership School, Queens",342800011896,DOE,General Academic,Junior High-Intermediate-Middle,"07,08,09,10,11",7,Jul 1 2005,Open,Q040,109-20 UNION HALL STREET,QUEENS,NY,11433,Avionne Gumbs,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,,,,,,,,,,,,,,,,,,,,,,,,
29Q015,Q015,P.S. 015 Jackie Robinson,342900010015,DOE,General Academic,Elementary,"01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1939,Open,Q015,121-15 LUCAS STREET,QUEENS,NY,11413,Antonio K'Tori,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q033,Q033,P.S. 033 Edward M. Funk,342900010033,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1925,Open,Q033,91-37 222 STREET,QUEENS,NY,11428,Erich Wagner,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q034,Q034,P.S. 034 John Harvard,342900010034,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1898,Open,Q034,104-12 SPRINGFIELD BOULEVARD,QUEENS,NY,11429,Pauline Shakespeare,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q035,Q035,P.S. 035 Nathaniel Woodhull,342900010035,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1931,Open,Q035,191-02 90 AVENUE,QUEENS,NY,11423,Mark Dempsey,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q036,Q036,P.S. 036 Saint Albans School,342900010036,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1924,Open,Q036,187-01 FOCH BOULEVARD,QUEENS,NY,11412,Lynn Staton,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q037,Q037,Cynthia Jenkins School,342900010037,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",Jul 1 1928,Open,Q037,179-37 137 AVENUE,QUEENS,NY,11434,Beverly Mitchell,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q038,Q038,P.S. 038 Rosedale,342900010038,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",Jul 1 1926,Open,Q038,135-21 241 STREET,QUEENS,NY,11422,CASSANDRA A. HUNDLEY,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q052,Q052,P.S. 052 Queens,342900010052,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",Jul 1 1927,Open,Q052,178-37 146 TERRACE,QUEENS,NY,11434,Linda Pough,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q059,Q059,I.S. 059 Springfield Gardens,342900010059,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1956,Open,Q059,132-55 RIDGEDALE STREET,QUEENS,NY,11413,Carleton Gordon,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q095,Q095,P.S. 095 Eastwood,342900010095,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1915,Open,Q095,179-01 90 AVENUE,QUEENS,NY,11432,Dolores Reid-Barker,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q109,Q109,Jean Nuzzi Intermediate School,342900010109,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1925,Open,Q109,213-10 92 AVENUE,QUEENS,NY,11428,MIATHERESA PATE-ALEXANDER,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q116,Q116,PS/IS 116 William C. Hughley,342900010116,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1925,Open,Q116,107-25 WREN PLACE,QUEENS,NY,11433,Barbara Fuller,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q118,Q118,P.S. 118 Lorraine Hansberry,342900010118,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1927,Open,Q118,190-20 109 ROAD,QUEENS,NY,11412,Adele Armstrong,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q131,Q131,P.S. 131 Abigail Adams,342900010131,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,SE",Jul 1 1926,Open,Q131,170-45 84 AVENUE,QUEENS,NY,11432,Randolph Ford,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q132,Q132,P.S. 132 Ralph Bunche,342900010132,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1928,Open,Q132,132-15 218 STREET,QUEENS,NY,11413,Alicia Davis,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q134,Q134,P.S. 134 Hollis,342900010134,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1928,Open,Q134,203-02 109 AVENUE,QUEENS,NY,11412,Cheryl Marmon-Halm,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q135,Q135,The Bellaire School,342900010135,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1930,Open,Q135,207-11 89 AVENUE,QUEENS,NY,11427,George Hadjoglou,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q136,Q136,P.S. 136 Roy Wilkins,342900010136,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1928,Open,Q136,201-15 115 AVENUE,QUEENS,NY,11412,TANYA S.T. WALKER,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q138,Q138,P.S. 138 Sunrise,342900010138,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07",Jul 1 1931,Open,Q138,251-11 WELLER AVENUE,QUEENS,NY,11422,Nichele Manning- Andrews,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q147,Q147,PS/MS 147 Ronald McNair,342900010147,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05",Jul 1 1930,Open,Q147,218-01 116 AVENUE,QUEENS,NY,11411,Anne Cohen,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q156,Q156,P.S. 156 Laurelton,342900010156,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06",Jul 1 1931,Open,Q156,229-02 137 AVENUE,QUEENS,NY,11413,Noreen Little,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q176,Q176,P.S. 176 Cambria Heights,342900010176,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1949,Open,Q176,120-45 235 STREET,QUEENS,NY,11411,Arlene Bartlett,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q181,Q181,P.S. 181 Brookfield,342900010181,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",Jul 1 1964,Open,Q181,148-15 230 STREET,QUEENS,NY,11413,Andrea Belcher,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q192,Q192,I.S. 192 The Linden,342900010192,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1963,Open,Q192,109-89 204 STREET,QUEENS,NY,11412,Harriett Diaz,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q195,Q195,P.S. 195 William Haberle,342900010195,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1964,Open,Q195,253-50 149 AVENUE,QUEENS,NY,11422,Beryl Bailey,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q208,Q208,P.S. / I.S. 208,342900010208,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07",Feb 25 2003,Open,Q208,74-30 COMMONWEALTH BLVD,QUEENS,NY,11426,James Philemy,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q231,Q231,I.S. 231 Magnetech 2000,342900010231,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08",Jul 1 1963,Open,Q231,145-00 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,EMMANUEL LUBIN,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q238,Q238,I.S. 238 Susan B Anthony,342900010238,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1972,Open,Q238,88-15 182 STREET,QUEENS,NY,11423,Joseph Gates,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q248,Q248,Queens Preparatory Academy,342900011248,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,Tashon Haywood,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q251,Q251,P.S. 251 Queens,342900010251,DOE,General Academic,Elementary,"0K,01,02,03,SE","0K,01,02,03",Jul 1 1973,Open,Q251,144-51 ARTHUR STREET,QUEENS,NY,11413,Edna Loncke,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q259,Q259,Pathways College Preparatory School: A College Board School,342900011259,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2005,Open,Q192,109-89 204 STREET,QUEENS,NY,11412,Michele Shannon,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q265,Q265,Excelsior Preparatory High School,342900011265,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,Derek Jones,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q268,Q268,PS/IS 268,342900010268,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,Q268,92-07 175 STREET,QUEENS,NY,11433,Lissa Grant-Stewart,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q270,Q270,The Gordon Parks School,342900010270,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,Q270,233-15 MERRICK BOULEVARD,QUEENS,NY,11422,Eleanor S. Andrew,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q272,Q272,George Washington Carver High School for the Sciences,342900011272,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,Dr. Janice M. Sutton,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q283,Q283,Preparatory Academy for Writers: A College Board School,342900011283,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE",,Jul 1 2006,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,CHARLES ANDERSON,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q295,Q295,P.S./I.S. 295,342900010295,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08,SE",,Jul 1 2007,Open,Q263,222-14 JAMAICA AVE,QUEENS,NY,11428,ANGELA THOMPSON,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q492,Q492,"Mathematics, Science Research and Technology Magnet High School",342900011492,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,Andrea G. Holt,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q494,Q494,"Law, Government and Community Service High School",342900011494,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,Beshir Abdellatif,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q496,Q496,"Business, Computer Applications & Entrepreneurship High School",342900011496,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,Myles W. Nash,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
29Q498,Q498,Humanities & Arts Magnet High School,342900011498,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,Rosemarie OMard,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,,,,,,,,,,
30Q002,Q002,P.S. 002 Alfred Zimberg,343000010002,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1936,Open,Q002,75-10 21 AVENUE,QUEENS,NY,11370,Joseph Taddeo,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q010,Q010,I.S. 010 Horace Greeley,343000010010,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1939,Open,Q010,45-11 31ST AVE,QUEENS,NY,11103,Clemente Lopes,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q011,Q011,P.S. 011 Kathryn Phelan,343000010011,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06",Jul 1 1952,Open,Q011,54-25 SKILLMAN AVENUE,QUEENS,NY,11377,Anna Efkarpides,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q017,Q017,P.S. 017 Henry David Thoreau,343000010017,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1967,Open,Q017,28-37 29 STREET,QUEENS,NY,11102,Cynthia Dickman,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q069,Q069,P.S. 069 Jackson Heights,343000010069,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1924,Open,Q069,77-02 37 AVENUE,QUEENS,NY,11372,Martha Vazquez,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q070,Q070,P.S. 070 Queens,343000010070,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1924,Open,Q070,30-45 42 STREET,QUEENS,NY,11103,Donna Geller,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q076,Q076,P.S. 076 William Hallet,343000010076,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,Q076,36-36 10 STREET,QUEENS,NY,11106,Mary Schafenberg,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q078,Q078,P.S. 078,343000010078,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Aug 29 1997,Open,Q768,,QUEENS,NY,11109,Louis Pavone,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q084,Q084,P.S. 084 Steinway,343000010084,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05",Jul 1 1904,Open,Q084,22-45 41 STREET,QUEENS,NY,11105,John Buffa,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q085,Q085,P.S. 085 Judge Charles Vallone,343000010085,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1908,Open,Q085,23-70 31 STREET,QUEENS,NY,11105,Ann Gordon-Chang,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q092,Q092,P.S. 092 Harry T. Stewart Sr.,343000010092,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1913,Open,Q092,99-01 34 AVENUE,QUEENS,NY,11368,PASQUALE BARATTA,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q111,Q111,P.S. 111 Jacob Blackwell,343000010111,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05",Jul 1 1950,Open,Q111,37-15 13 STREET,QUEENS,NY,11101,Randy Seabrook,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q112,Q112,P.S. 112 Dutch Kills,343000010112,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1952,Open,Q112,25-05 37 AVENUE,QUEENS,NY,11101,Rafael Campos-Gatjens,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q122,Q122,P.S. 122 Mamie Fay,343000010122,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1925,Open,Q122,21-21 DITMARS BOULEVARD,QUEENS,NY,11105,Pamela Sabel,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q126,Q126,Albert Shanker School for Visual and Performing Arts,343000010126,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1925,Open,Q126,31-51 21 STREET,QUEENS,NY,11106,Alexander Angueira,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q127,Q127,P.S. 127 Aerospace Science Magne,343000010127,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1927,Open,Q127,98-01 25 AVENUE,QUEENS,NY,11369,Evita Sanabria,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q141,Q141,I.S. 141 The Steinway,343000010141,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1930,Open,Q141,37-11 21 AVENUE,QUEENS,NY,11105,MIRANDA PAVLOU,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q145,Q145,I.S. 145 Joseph Pulitzer,343000010145,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1954,Open,Q145,33-34 80 STREET,QUEENS,NY,11372,Dolores Beckham,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q148,Q148,P.S. 148 Queens,343000010148,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1929,Open,Q148,89-02 32 AVENUE,QUEENS,NY,11369,Andrew Paccione Jr.,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q149,Q149,P.S. 149 Christa Mcauliffe,343000010149,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1936,Open,Q149,93-11 34 AVENUE,QUEENS,NY,11372,Marlene Gonzalez,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q150,Q150,P.S. 150 Queens,343000010150,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05,06",Jul 1 1932,Open,Q150,40-01 43 AVENUE,QUEENS,NY,11104,Carmen Parache,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q151,Q151,P.S. 151 Mary D. Carter,343000010151,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1931,Open,Q151,50-05 31 AVENUE,QUEENS,NY,11377,Jason Goldner,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q152,Q152,P.S. 152 Gwendolyn Alleyne,343000010152,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06",Jul 1 1938,Open,Q152,33-52 62 STREET,QUEENS,NY,11377,Vincent Vitolo,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q166,Q166,P.S. 166 Henry Gradstein,343000010166,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1937,Open,Q166,33-09 35 AVENUE,QUEENS,NY,11106,Janet Farrell,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q171,Q171,P.S. 171 Peter G. Van Alst,343000010171,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1952,Open,Q171,14-14 29 AVENUE,QUEENS,NY,11102,Anne Bussel,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q204,Q204,I.S. 204 Oliver W. Holmes,343000010204,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1957,Open,Q204,36-41 28 STREET,QUEENS,NY,11106,YVONNE LEIMSIDER,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q212,Q212,P.S. 212,343000010212,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2000,Open,Q212,34-25 82 STREET,QUEENS,NY,11372,CARIN ILENE ELLIS,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q222,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,343000010222,DOE,General Academic,Elementary,"0K,01,02,SE","0K,01,02",Jul 1 2002,Open,Q222,86-15 37 AVENUE,QUEENS,NY,11372,YVONNE MARRERO,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q227,Q227,I.S. 227 Louis Armstrong,343000011227,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","05,06,07,08",Jul 1 1979,Open,Q227,32-02 JUNCTION BOULEVARD,QUEENS,NY,11369,William Fahey,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q228,Q228,P.S. 228 Early Childhood Magnet School of the Arts,343000010228,DOE,General Academic,Elementary,"0K,01,02,SE","0K,01,02",Jul 1 2001,Open,Q228,93-01 NORTHERN BLVD,QUEENS,NY,11369,Olga Guzman,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q230,Q230,I.S. 230,343000010230,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2000,Open,Q230,73-10 34 AVENUE,QUEENS,NY,11372,Sharon Terry,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q234,Q234,P.S. 234,343000010234,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2003,Open,Q234,30-15 29 STREET,QUEENS,NY,11102,Thea Pallos,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q235,Q235,Academy for New Americans,343000010235,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",Jul 1 1999,Open,Q234,30-14 30 STREET,QUEENS,NY,11102,Carmen Rivera,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
30Q286,Q286,"Young Women's Leadership School, Astoria",343000011286,DOE,General Academic,Secondary School,"06,07,08,09",,Jul 1 2006,Open,Q739,23-15 NEWTOWN AVENUE,QUEENS,NY,11102,LAURA A MITCHELL,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,,,,,,,,,,,,,,,,,,,,,,,,
